geo_point_2d,geo_shape,latitude,longitude,road_name,installed_year,range,type,date,easting,northing,projection,postcode,pc85th_kmh,volume_12h,volume_24h,comm_vhcl,peakvol,suburb_name,ward_name,gisfid
"-38.0278690025, 145.2719280317","{""coordinates"": [145.2719280317, -38.0278690025], ""type"": ""Point""}",-38.02786900251875,145.27192803169632,JUSTIN CIRCUIT,2022,Between 40km/h and 50km/h,W,2022-02-22,348332,5789685,MGA2020 zone 55,3976,41.2,365,491,2.48,9.32,HAMPTON PARK,RIVER GUM,266
"-38.0271570034, 145.2487209994","{""coordinates"": [145.2487209994, -38.0271570034], ""type"": ""Point""}",-38.02715700343094,145.24872099936948,MARY STREET,2022,Between 50km/h and 60km/h,W,2022-02-22,346293,5789725,MGA2020 zone 55,3976,50.5,459,649,2.68,8.62,HAMPTON PARK,RIVER GUM,267
"-38.0443470034, 145.2706730313","{""coordinates"": [145.2706730313, -38.0443470034], ""type"": ""Point""}",-38.04434700342324,145.27067303130366,MICHELLE DRIVE,2022,Between 30km/h and 40km/h,W,2022-02-22,348256,5787854,MGA2020 zone 55,3976,39.9,331,484,4.86,8.25,HAMPTON PARK,RIVER GUM,269
"-38.0506060025, 145.2725680372","{""coordinates"": [145.2725680372, -38.0506060025], ""type"": ""Point""}",-38.05060600245282,145.27256803719013,REDWOOD AVENUE,2022,Between 30km/h and 40km/h,W,2022-02-22,348435,5787163,MGA2020 zone 55,3976,33.3,93,124,5.79,12.4,HAMPTON PARK,RIVER GUM,270
"-38.042238004, 145.267346036","{""coordinates"": [145.267346036, -38.042238004], ""type"": ""Point""}",-38.04223800395327,145.26734603600713,HUNTINGTON DRIVE,2022,Between 50km/h and 60km/h,W,2022-02-22,347959,5788083,MGA2020 zone 55,3976,52.3,2215,3111,3.35,7.91,HAMPTON PARK,RIVER GUM,272
"-38.0469590014, 145.250365008","{""coordinates"": [145.250365008, -38.0469590014], ""type"": ""Point""}",-38.04695900141218,145.25036500802298,HUTCHINSON DRIVE,2022,Between 50km/h and 60km/h,W,2022-02-22,346479,5787531,MGA2020 zone 55,3975,52.0,2735,3653,3.87,9.73,LYNBROOK,RIVER GUM,275
"-38.0460330015, 145.2511350112","{""coordinates"": [145.2511350112, -38.0460330015], ""type"": ""Point""}",-38.0460330015429,145.25113501122715,NORTHEY ROAD,2022,More than 60km/h,W,2022-02-22,346545,5787635,MGA2020 zone 55,3975,60.6,1961,2661,8.33,8.18,LYNBROOK,RIVER GUM,276
"-38.0761880032, 145.2465900309","{""coordinates"": [145.2465900309, -38.0761880032], ""type"": ""Point""}",-38.07618800315576,145.2465900308943,BROOKWATER PARADE,2022,Between 50km/h and 60km/h,W,2022-02-22,346209,5784281,MGA2020 zone 55,3975,52.3,1416,1753,3.49,10.18,LYNDHURST,MAYFIELD,281
"-38.0767840033, 145.248619031","{""coordinates"": [145.248619031, -38.0767840033], ""type"": ""Point""}",-38.07678400328341,145.24861903099952,RYMADA STREET,2022,Between 30km/h and 40km/h,W,2022-02-22,346388,5784218,MGA2020 zone 55,3975,35.7,1176,1436,2.52,10.57,LYNDHURST,MAYFIELD,284
"-38.0055269995, 145.3129600178","{""coordinates"": [145.3129600178, -38.0055269995], ""type"": ""Point""}",-38.00552699953343,145.31296001784582,MURDOCH AVENUE,2022,Between 40km/h and 50km/h,W,2022-02-22,351888,5792230,MGA2020 zone 55,3805,48.2,459,582,4.53,11.76,NARRE WARREN,FOUR OAKS,285
"-38.0164180007, 145.2960550128","{""coordinates"": [145.2960550128, -38.0164180007], ""type"": ""Point""}",-38.01641800069809,145.29605501277683,RAVEN CRESCENT,2022,Between 50km/h and 60km/h,W,2022-02-22,350426,5790994,MGA2020 zone 55,3805,53.7,2270,2946,7.36,10.81,NARRE WARREN,SPRINGFIELD,286
"-38.0274800004, 145.3027600317","{""coordinates"": [145.3027600317, -38.0274800004], ""type"": ""Point""}",-38.027480000401695,145.3027600317474,WEBB STREET,2022,Between 30km/h and 40km/h,W,2022-02-22,351037,5789778,MGA2020 zone 55,3805,38.5,9829,13157,2.74,7.73,NARRE WARREN,SPRINGFIELD,290
"-37.9963109998, 145.3265420131","{""coordinates"": [145.3265420131, -37.9963109998], ""type"": ""Point""}",-37.996310999791646,145.32654201313463,BRUNDRETT ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,353062,5793274,MGA2020 zone 55,3804,59.3,742,942,6.29,9.24,NARRE WARREN NORTH,FOUR OAKS,297
"-37.9776940028, 145.2976030318","{""coordinates"": [145.2976030318, -37.9776940028], ""type"": ""Point""}",-37.97769400281861,145.29760303179424,RESERVOIR ROAD,2022,Between 40km/h and 50km/h,W,2022-02-22,350483,5795294,MGA2020 zone 55,3804,44.8,206,235,7.37,9.46,NARRE WARREN NORTH,FOUR OAKS,299
"-38.0676310048, 145.3259500318","{""coordinates"": [145.3259500318, -38.0676310048], ""type"": ""Point""}",-38.067631004834965,145.32595003177013,THE ESPLANADE,2022,Between 40km/h and 50km/h,W,2022-02-22,353153,5785359,MGA2020 zone 55,3805,49.9,1946,2514,1.52,11.16,NARRE WARREN SOUTH,SPRINGFIELD,306
"-38.0504410017, 145.3364830347","{""coordinates"": [145.3364830347, -38.0504410017], ""type"": ""Point""}",-38.05044100173614,145.33648303465537,CENTRE ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,354043,5787283,MGA2020 zone 55,3806,59.6,7150,9188,4.22,10.03,BERWICK,EDRINGTON,309
"-38.0266890033, 145.3725570043","{""coordinates"": [145.3725570043, -38.0266890033], ""type"": ""Point""}",-38.02668900333762,145.37255700432175,INGLIS ROAD,2022,More than 60km/h,W,2022-02-22,357162,5789975,MGA2020 zone 55,3806,75.1,5718,6858,9.74,11.37,BERWICK,EDRINGTON,317
"-38.0242960036, 145.3515360341","{""coordinates"": [145.3515360341, -38.0242960036], ""type"": ""Point""}",-38.0242960036472,145.35153603414295,GARDINER STREET,2022,Between 50km/h and 60km/h,W,2022-02-22,355312,5790208,MGA2020 zone 55,3806,53.4,2900,3419,8.49,12.91,BERWICK,EDRINGTON,321
"-38.0325500023, 145.3395470324","{""coordinates"": [145.3395470324, -38.0325500023], ""type"": ""Point""}",-38.032550002315965,145.3395470323834,MANSFIELD STREET,2022,Between 50km/h and 60km/h,W,2022-02-22,354276,5789273,MGA2020 zone 55,3806,52.6,2533,3051,6.68,10.67,BERWICK,EDRINGTON,325
"-38.031509004, 145.349530029","{""coordinates"": [145.349530029, -38.031509004], ""type"": ""Point""}",-38.031509003963706,145.34953002904652,RUTLAND ROAD,2022,Between 40km/h and 50km/h,W,2022-02-22,355150,5789404,MGA2020 zone 55,3806,46.6,1059,1221,2.91,12.45,BERWICK,EDRINGTON,326
"-38.0291390037, 145.3496290308","{""coordinates"": [145.3496290308, -38.0291390037], ""type"": ""Point""}",-38.02913900370238,145.34962903080418,PEEL STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,355154,5789668,MGA2020 zone 55,3806,47.9,2401,2760,3.41,12.31,BERWICK,EDRINGTON,328
"-38.0310110036, 145.3480150299","{""coordinates"": [145.3480150299, -38.0310110036], ""type"": ""Point""}",-38.03101100362306,145.34801502989015,WHEELER STREET,2022,Between 30km/h and 40km/h,W,2022-02-22,355016,5789457,MGA2020 zone 55,3806,39.5,5988,7658,4.94,7.72,BERWICK,EDRINGTON,330
"-38.1459360041, 145.2910890392","{""coordinates"": [145.2910890392, -38.1459360041], ""type"": ""Point""}",-38.14593600413156,145.29108903923427,RIVERRUN DRIVE,2022,Between 40km/h and 50km/h,W,2022-02-22,350255,5776614,MGA2020 zone 55,3977,43.5,261,333,3.59,11.54,BOTANIC RIDGE,BALLA BALLA,333
"-38.1464550031, 145.2499640343","{""coordinates"": [145.2499640343, -38.1464550031], ""type"": ""Point""}",-38.14645500312567,145.2499640343245,STATION CREEK WAY,2022,Between 50km/h and 60km/h,W,2022-02-22,346652,5776489,MGA2020 zone 55,3977,52.3,1284,1584,6.59,11.45,BOTANIC RIDGE,BALLA BALLA,335
"-38.1341700014, 145.3294860211","{""coordinates"": [145.3294860211, -38.1341700014], ""type"": ""Point""}",-38.13417000142372,145.3294860211138,BALLARTO ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,353596,5777981,MGA2020 zone 55,3978,52.2,410,495,15.21,10.86,CLYDE,BALLA BALLA,340
"-38.1271170007, 145.3493070319","{""coordinates"": [145.3493070319, -38.1271170007], ""type"": ""Point""}",-38.12711700072366,145.34930703189852,APPLEJACK BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-03-07,355319,5778795,MGA2020 zone 55,3978,50.5,242,303,13.18,9.78,CLYDE,BALLA BALLA,342
"-38.1269910008, 145.3481750311","{""coordinates"": [145.3481750311, -38.1269910008], ""type"": ""Point""}",-38.1269910007677,145.34817503106004,APPLEJACK BOULEVARD,2022,Between 40km/h and 50km/h,W,2022-02-22,355220,5778807,MGA2020 zone 55,3978,47.4,775,1017,10.43,7.48,CLYDE,BALLA BALLA,343
"-38.0915240036, 145.3396289983","{""coordinates"": [145.3396289983, -38.0915240036], ""type"": ""Point""}",-38.09152400360591,145.33962899827404,GOWER PLACE,2022,Between 40km/h and 50km/h,W,2022-02-22,354400,5782729,MGA2020 zone 55,3978,48.9,485,614,11.28,8.35,CLYDE NORTH,EDRINGTON,351
"-38.0914390034, 145.3429019996","{""coordinates"": [145.3429019996, -38.0914390034], ""type"": ""Point""}",-38.091439003361664,145.34290199955592,MATTERHORN DRIVE,2022,More than 60km/h,W,2022-02-22,354687,5782744,MGA2020 zone 55,3978,62.4,3621,4439,10.3,11.21,CLYDE NORTH,EDRINGTON,353
"-38.1075350034, 145.321674996","{""coordinates"": [145.321674996, -38.1075350034], ""type"": ""Point""}",-38.107535003384605,145.32167499596974,HAFLINGER AVENUE,2022,Between 40km/h and 50km/h,W,2022-02-22,352858,5780924,MGA2020 zone 55,3978,45.8,1500,1810,3.15,21.34,CLYDE NORTH,EDRINGTON,354
"-38.1141960033, 145.3316440162","{""coordinates"": [145.3316440162, -38.1141960033], ""type"": ""Point""}",-38.11419600330389,145.33164401622057,NEWBRIDGE BOULEVARD,2022,Between 30km/h and 40km/h,W,2022-02-22,353745,5780201,MGA2020 zone 55,3978,39.4,473,619,2.65,21.92,CLYDE NORTH,EDRINGTON,360
"-38.1104610021, 145.2766830134","{""coordinates"": [145.2766830134, -38.1104610021], ""type"": ""Point""}",-38.110461002113375,145.27668301343556,CAMPBELL PARADE,2022,Between 40km/h and 50km/h,W,2022-02-22,348919,5780527,MGA2020 zone 55,3977,45.3,328,382,4.93,26.06,CRANBOURNE,MAYFIELD,373
"-38.0956980054, 145.2899000365","{""coordinates"": [145.2899000365, -38.0956980054], ""type"": ""Point""}",-38.0956980054455,145.289900036532,BELLARINE DRIVE,2022,Between 40km/h and 50km/h,W,2022-02-22,350048,5782187,MGA2020 zone 55,3977,40.9,1590,1864,2.54,17.54,CRANBOURNE,MAYFIELD,374
"-38.1068200026, 145.2723210156","{""coordinates"": [145.2723210156, -38.1068200026], ""type"": ""Point""}",-38.10682000263228,145.2723210155844,FAIRBAIRN ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,348529,5780924,MGA2020 zone 55,3977,57.1,1600,1875,6.67,9.81,CRANBOURNE,MAYFIELD,378
"-38.1014180045, 145.2791090428","{""coordinates"": [145.2791090428, -38.1014180045], ""type"": ""Point""}",-38.10141800453629,145.27910904282732,DUFF STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,349113,5781535,MGA2020 zone 55,3977,44.0,1780,2259,4.84,9.04,CRANBOURNE,MAYFIELD,379
"-38.1200050051, 145.2956300254","{""coordinates"": [145.2956300254, -38.1200050051], ""type"": ""Point""}",-38.12000500510657,145.29563002538652,PARKHURST DRIVE,2022,Between 40km/h and 50km/h,W,2022-02-22,350600,5779499,MGA2020 zone 55,3977,47.8,939,1158,3.51,13.79,CRANBOURNE EAST,BALLA BALLA,383
"-38.1261890031, 145.3064510197","{""coordinates"": [145.3064510197, -38.1261890031], ""type"": ""Point""}",-38.126189003127294,145.30645101969358,CASEY FIELDS BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-02-22,351561,5778830,MGA2020 zone 55,3977,53.3,624,847,6.06,8.66,CRANBOURNE EAST,BALLA BALLA,384
"-38.1313010029, 145.3068400218","{""coordinates"": [145.3068400218, -38.1313010029], ""type"": ""Point""}",-38.131301002938805,145.30684002180826,BALLARTO ROAD,2022,More than 60km/h,W,2022-02-22,351605,5778264,MGA2020 zone 55,3977,69.9,831,1005,11.61,12.57,CRANBOURNE EAST,BALLA BALLA,385
"-38.0831430039, 145.3225600327","{""coordinates"": [145.3225600327, -38.0831430039], ""type"": ""Point""}",-38.083143003881524,145.3225600327385,MOUNTAINVIEW BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-02-22,352887,5783632,MGA2020 zone 55,3977,53.8,1785,2408,7.76,9.46,CRANBOURNE NORTH,SPRINGFIELD,388
"-38.0837500029, 145.3182360324","{""coordinates"": [145.3182360324, -38.0837500029], ""type"": ""Point""}",-38.08375000287382,145.31823603237197,MOUNTAINVIEW BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-02-22,352509,5783558,MGA2020 zone 55,3977,53.7,2579,3503,3.84,8.82,CRANBOURNE NORTH,SPRINGFIELD,389
"-38.0756460037, 145.2960870225","{""coordinates"": [145.2960870225, -38.0756460037], ""type"": ""Point""}",-38.07564600372963,145.29608702252585,BRONSON CIRCUIT,2022,Between 30km/h and 40km/h,W,2022-02-22,350549,5784422,MGA2020 zone 55,3977,33.6,125,159,1.91,10.91,CRANBOURNE NORTH,MAYFIELD,391
"-38.0747740038, 145.2957270237","{""coordinates"": [145.2957270237, -38.0747740038], ""type"": ""Point""}",-38.07477400381658,145.29572702368384,BRONSON CIRCUIT,2022,Between 30km/h and 40km/h,W,2022-02-22,350516,5784518,MGA2020 zone 55,3977,35.4,192,250,4.52,9.77,CRANBOURNE NORTH,MAYFIELD,392
"-38.0758350042, 145.2746210212","{""coordinates"": [145.2746210212, -38.0758350042], ""type"": ""Point""}",-38.0758350041879,145.2746210212006,ELIZABETH STREET,2022,Between 50km/h and 60km/h,W,2022-02-22,348667,5784366,MGA2020 zone 55,3977,51.1,482,635,5.13,10.73,CRANBOURNE NORTH,MAYFIELD,394
"-38.152421004, 145.2825780304","{""coordinates"": [145.2825780304, -38.152421004], ""type"": ""Point""}",-38.15242100403451,145.28257803037917,BROWNS ROAD,2022,More than 60km/h,W,2022-02-22,349522,5775881,MGA2020 zone 55,3977,81.0,5425,6623,5.57,10.73,CRANBOURNE SOUTH,BALLA BALLA,401
"-38.0887220042, 145.2682140156","{""coordinates"": [145.2682140156, -38.0887220042], ""type"": ""Point""}",-38.08872200424257,145.26821401561952,BREENS ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,348132,5782926,MGA2020 zone 55,3977,55.5,1227,1620,4.09,8.91,CRANBOURNE WEST,MAYFIELD,402
"-38.1044750011, 145.2496040262","{""coordinates"": [145.2496040262, -38.1044750011], ""type"": ""Point""}",-38.104475001102166,145.24960402616207,FLICKA BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-02-22,346532,5781147,MGA2020 zone 55,3977,52.2,2436,3041,4.95,10.14,CRANBOURNE WEST,MAYFIELD,405
"-38.0948290023, 145.2572880225","{""coordinates"": [145.2572880225, -38.0948290023], ""type"": ""Point""}",-38.09482900230829,145.25728802252266,CENTRAL PARKWAY,2022,Between 50km/h and 60km/h,W,2022-02-22,347186,5782230,MGA2020 zone 55,3977,52.6,4751,6409,4.05,8.67,CRANBOURNE WEST,MAYFIELD,408
"-38.1074660011, 145.2501680265","{""coordinates"": [145.2501680265, -38.1074660011], ""type"": ""Point""}",-38.10746600110072,145.2501680265108,STRATHLEA DRIVE,2022,Between 30km/h and 40km/h,W,2022-02-22,346588,5780816,MGA2020 zone 55,3977,34.5,4693,5727,1.89,10.8,CRANBOURNE WEST,MAYFIELD,411
"-38.1372950043, 145.2941900244","{""coordinates"": [145.2941900244, -38.1372950043], ""type"": ""Point""}",-38.137295004340665,145.29419002440451,CRAIG ROAD,2022,More than 60km/h,W,2022-02-22,350509,5777578,MGA2020 zone 55,3977,68.0,6845,8527,5.54,8.91,JUNCTION VILLAGE,BALLA BALLA,417
"-38.1339640037, 145.2920680187","{""coordinates"": [145.2920680187, -38.1339640037], ""type"": ""Point""}",-38.13396400368784,145.29206801870393,GLENDOON ROAD,2022,Between 40km/h and 50km/h,W,2022-03-07,350316,5777944,MGA2020 zone 55,3977,44.0,242,297,3.6,10.9,JUNCTION VILLAGE,BALLA BALLA,419
"-38.1868920038, 145.2350560211","{""coordinates"": [145.2350560211, -38.1868920038], ""type"": ""Point""}",-38.18689200377505,145.2350560210967,ROBINSONS ROAD,2022,More than 60km/h,W,2022-03-07,345431,5771977,MGA2020 zone 55,3912,77.6,1662,1955,6.73,12.59,PEARCEDALE,BALLA BALLA,422
"-38.1898090044, 145.3668280117","{""coordinates"": [145.3668280117, -38.1898090044], ""type"": ""Point""}",-38.18980900441633,145.36682801166808,LYNES ROAD,2022,More than 60km/h,W,2022-02-22,356978,5771865,MGA2020 zone 55,3980,81.9,245,290,18.7,11.93,TOORADIN,BALLA BALLA,423
"-38.1815830039, 145.3901110301","{""coordinates"": [145.3901110301, -38.1815830039], ""type"": ""Point""}",-38.181583003891184,145.39011103011651,LANGTREE ROAD,2022,Between 40km/h and 50km/h,W,2022-02-22,359001,5772814,MGA2020 zone 55,3980,44.3,142,167,7.57,10.4,TOORADIN,BALLA BALLA,424
"-38.1011000033, 145.3223809886","{""coordinates"": [145.3223809886, -38.1011000033], ""type"": ""Point""}",-38.10110000327391,145.32238098862854,GOULBURN STREET,2022,Between 40km/h and 50km/h,W,2022-05-19,352907,5781640,MGA2020 zone 55,3977,43.9,2280,3010,14.35,9.08,CRANBOURNE EAST,MAYFIELD,426
"-38.1118640025, 145.3394430322","{""coordinates"": [145.3394430322, -38.1118640025], ""type"": ""Point""}",-38.11186400254173,145.33944303221998,HEATHER GROVE,2022,Between 40km/h and 50km/h,W,2022-05-19,354424,5780472,MGA2020 zone 55,3978,49.3,2815,3654,5.58,9.98,CLYDE NORTH,EDRINGTON,429
"-38.1109350026, 145.3387570277","{""coordinates"": [145.3387570277, -38.1109350026], ""type"": ""Point""}",-38.110935002559074,145.33875702772346,THOROUGHBRED DRIVE,2022,Between 50km/h and 60km/h,W,2022-05-19,354362,5780574,MGA2020 zone 55,3978,54.1,1125,1353,9.09,15.16,CLYDE NORTH,EDRINGTON,430
"-38.1127480027, 145.338402032","{""coordinates"": [145.338402032, -38.1127480027], ""type"": ""Point""}",-38.11274800267622,145.33840203199657,THOROUGHBRED DRIVE,2022,Between 50km/h and 60km/h,W,2022-05-19,354335,5780372,MGA2020 zone 55,3978,50.9,1995,2445,3.43,13.25,CLYDE NORTH,EDRINGTON,431
"-38.1239410015, 145.3361200216","{""coordinates"": [145.3361200216, -38.1239410015], ""type"": ""Point""}",-38.123941001454014,145.33612002156335,HARTLEIGH STREET,2022,Between 50km/h and 60km/h,W,2022-05-19,354157,5779127,MGA2020 zone 55,3978,52.0,849,1044,16.06,18.54,CLYDE,BALLA BALLA,434
"-38.0499380034, 145.3158140332","{""coordinates"": [145.3158140332, -38.0499380034], ""type"": ""Point""}",-38.04993800343238,145.31581403322454,CENTRE ROAD,2022,Between 50km/h and 60km/h,W,2022-05-19,352228,5787306,MGA2020 zone 55,3805,55.1,2560,3004,8.35,12.52,NARRE WARREN SOUTH,SPRINGFIELD,439
"-38.0975160015, 145.2478330263","{""coordinates"": [145.2478330263, -38.0975160015], ""type"": ""Point""}",-38.097516001527296,145.24783302633637,QUARTERS BOULEVARD,2022,More than 60km/h,W,2022-05-19,346363,5781917,MGA2020 zone 55,3977,60.1,600,712,9.51,13.51,CRANBOURNE WEST,MAYFIELD,444
"-38.0740570021, 145.316022021","{""coordinates"": [145.316022021, -38.0740570021], ""type"": ""Point""}",-38.074057002125535,145.31602202104364,WILLIAM THWAITES BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-05-19,352295,5784630,MGA2020 zone 55,3977,56.0,2093,2622,7.8,12.33,CRANBOURNE NORTH,SPRINGFIELD,446
"-37.9667800039, 145.3088160359","{""coordinates"": [145.3088160359, -37.9667800039], ""type"": ""Point""}",-37.96678000387477,145.30881603589214,HORSWOOD ROAD,2022,More than 60km/h,W,2022-05-19,351446,5796523,MGA2020 zone 55,3156,68.5,1738,1829,7.35,11.5,LYSTERFIELD,,450
"-38.0741620033, 145.2485810275","{""coordinates"": [145.2485810275, -38.0741620033], ""type"": ""Point""}",-38.07416200333503,145.24858102750866,MARRIOTT BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-05-19,346379,5784509,MGA2020 zone 55,3975,59.1,1447,1747,9.24,14.46,LYNDHURST,MAYFIELD,451
"-38.045155003, 145.3246680437","{""coordinates"": [145.3246680437, -38.045155003], ""type"": ""Point""}",-38.04515500301062,145.32466804373817,GRAND ARCH WAY,2022,Between 40km/h and 50km/h,W,2022-05-19,352995,5787851,MGA2020 zone 55,3806,45.4,281,351,4.6,10.22,BERWICK,EDRINGTON,454
"-38.0533240021, 145.3636960199","{""coordinates"": [145.3636960199, -38.0533240021], ""type"": ""Point""}",-38.05332400206739,145.36369601986655,SOLDIERS ROAD,2022,Between 40km/h and 50km/h,W,2022-05-20,356436,5787006,MGA2020 zone 55,3807,48.9,6280,8078,29.49,8.77,BEACONSFIELD,EDRINGTON,456
"-38.1001270037, 145.2732100291","{""coordinates"": [145.2732100291, -38.1001270037], ""type"": ""Point""}",-38.10012700367519,145.27321002914582,LAMONT CRESCENT,2022,Between 40km/h and 50km/h,W,2022-05-20,348593,5781669,MGA2020 zone 55,3977,49.7,164,200,17.39,14.51,CRANBOURNE,MAYFIELD,460
"-38.0855370052, 145.274604996","{""coordinates"": [145.274604996, -38.0855370052], ""type"": ""Point""}",-38.08553700520359,145.27460499597984,MARYLYN PLACE,2022,Between 40km/h and 50km/h,W,2022-05-20,348686,5783290,MGA2020 zone 55,3977,48.5,150,200,7.15,10.89,CRANBOURNE,MAYFIELD,463
"-38.0393260043, 145.3637750197","{""coordinates"": [145.3637750197, -38.0393260043], ""type"": ""Point""}",-38.039326004274365,145.36377501972134,CARDINIA STREET,2022,Between 50km/h and 60km/h,W,2022-05-20,356416,5788559,MGA2020 zone 55,3806,51.5,1228,1339,6.39,9.97,BERWICK,EDRINGTON,466
"-38.0813080026, 145.3482839991","{""coordinates"": [145.3482839991, -38.0813080026], ""type"": ""Point""}",-38.08130800262668,145.34828399905768,SPRINGLEAF AVENUE,2022,Between 50km/h and 60km/h,W,2022-05-20,355139,5783877,MGA2020 zone 55,3978,54.8,256,320,4.83,13.54,CLYDE NORTH,EDRINGTON,467
"-38.1431390023, 145.2424790178","{""coordinates"": [145.2424790178, -38.1431390023], ""type"": ""Point""}",-38.14313900233395,145.24247901783414,KEIPHA ROAD,2022,Between 40km/h and 50km/h,W,2022-05-20,345989,5776845,MGA2020 zone 55,3977,43.1,38,41,9.15,33.9,CRANBOURNE SOUTH,BALLA BALLA,470
"-38.1438410022, 145.2392330123","{""coordinates"": [145.2392330123, -38.1438410022], ""type"": ""Point""}",-38.14384100218982,145.23923301229226,WANDA ROAD,2022,Between 30km/h and 40km/h,W,2022-05-20,345706,5776762,MGA2020 zone 55,3977,38.5,47,53,6.17,34.72,CRANBOURNE SOUTH,BALLA BALLA,471
"-38.1090470018, 145.2594550121","{""coordinates"": [145.2594550121, -38.1090470018], ""type"": ""Point""}",-38.1090470018007,145.2594550121298,SCARBOROUGH AVENUE,2022,Between 50km/h and 60km/h,W,2022-05-20,347406,5780656,MGA2020 zone 55,3977,51.1,706,890,2.37,9.9,CRANBOURNE WEST,MAYFIELD,472
"-38.0384170036, 145.2730770216","{""coordinates"": [145.2730770216, -38.0384170036], ""type"": ""Point""}",-38.03841700364886,145.27307702163475,CORAL DRIVE,2022,Between 50km/h and 60km/h,W,2022-05-20,348454,5788516,MGA2020 zone 55,3976,53.4,2762,3386,4.51,11.54,HAMPTON PARK,RIVER GUM,483
"-38.0443860031, 145.2753040233","{""coordinates"": [145.2753040233, -38.0443860031], ""type"": ""Point""}",-38.0443860030904,145.2753040232873,CORAL DRIVE,2022,Between 30km/h and 40km/h,W,2022-05-20,348662,5787857,MGA2020 zone 55,3976,35.3,10,13,40.91,30.0,HAMPTON PARK,RIVER GUM,484
"-38.0598010009, 145.3514460214","{""coordinates"": [145.3514460214, -38.0598010009], ""type"": ""Point""}",-38.05980100086715,145.35144602135233,RIVIERA DRIVE,2022,Between 40km/h and 50km/h,W,2022-08-24,355374,5786268,MGA2020 zone 55,3806,43.5,1324,1659,6.99,23.23,BERWICK,EDRINGTON,487
"-38.0603290019, 145.3623610205","{""coordinates"": [145.3623610205, -38.0603290019], ""type"": ""Point""}",-38.06032900187325,145.3623610204874,EARLSFIELD DRIVE,2022,Between 40km/h and 50km/h,W,2022-08-24,356333,5786226,MGA2020 zone 55,3806,48.2,410,535,7.12,9.34,BERWICK,EDRINGTON,488
"-38.1215220023, 145.3237270014","{""coordinates"": [145.3237270014, -38.1215220023], ""type"": ""Point""}",-38.121522002278034,145.32372700141434,TRICKETT STREET,2022,Between 40km/h and 50km/h,W,2022-08-24,353066,5779376,MGA2020 zone 55,3978,40.6,314,407,5.95,9.02,CLYDE,BALLA BALLA,498
"-38.1142300036, 145.3213240025","{""coordinates"": [145.3213240025, -38.1142300036], ""type"": ""Point""}",-38.11423000361167,145.321324002529,GELDERLAND DRIVE,2022,Between 40km/h and 50km/h,W,2022-08-24,352841,5780181,MGA2020 zone 55,3978,40.9,314,395,2.25,15.64,CLYDE NORTH,EDRINGTON,500
"-38.0800550311, 145.3655410259","{""coordinates"": [145.3655410259, -38.0800550311], ""type"": ""Point""}",-38.080055031052396,145.36554102587442,CHARLEMAGNE LANE,2022,Less than 30km/h,W,2022-08-24,356650,5784042,MGA2020 zone 55,3978,24.7,105,131,3.14,12.88,CLYDE NORTH,EDRINGTON,502
"-38.1011330053, 145.2863990482","{""coordinates"": [145.2863990482, -38.1011330053], ""type"": ""Point""}",-38.101133005347876,145.2863990482096,LOCH STREET,2022,Between 40km/h and 50km/h,W,2022-08-24,349752,5781578,MGA2020 zone 55,3977,49.4,852,1044,2.59,9.7,CRANBOURNE,MAYFIELD,503
"-38.0971320053, 145.2812990365","{""coordinates"": [145.2812990365, -38.0971320053], ""type"": ""Point""}",-38.09713200525679,145.2812990365234,CRANBOURNE PLACE,2022,Between 30km/h and 40km/h,W,2022-08-24,349296,5782014,MGA2020 zone 55,3977,34.2,1129,1334,5.61,11.61,CRANBOURNE,MAYFIELD,504
"-38.1049480027, 145.3174610022","{""coordinates"": [145.3174610022, -38.1049480027], ""type"": ""Point""}",-38.10494800265828,145.31746100224746,DUCE STREET,2022,Between 40km/h and 50km/h,W,2022-08-24,352483,5781205,MGA2020 zone 55,3977,49.5,298,384,7.85,8.65,CRANBOURNE EAST,MAYFIELD,505
"-38.0795790045, 145.2859580083","{""coordinates"": [145.2859580083, -38.0795790045], ""type"": ""Point""}",-38.07957900446359,145.28595800828163,COURTENAY AVENUE,2022,Between 40km/h and 50km/h,W,2022-08-24,349669,5783969,MGA2020 zone 55,3977,40.5,613,756,7.98,13.88,CRANBOURNE NORTH,MAYFIELD,511
"-38.0790660046, 145.3280730276","{""coordinates"": [145.3280730276, -38.0790660046], ""type"": ""Point""}",-38.07906600460084,145.32807302762913,WHEELERS PARK DRIVE,2022,Between 40km/h and 50km/h,W,2022-08-24,353362,5784094,MGA2020 zone 55,3977,46.4,3953,4914,5.9,11.32,CRANBOURNE NORTH,SPRINGFIELD,512
